,FISCAL_YEAR,ATS.SYSTEM.CODE,LOCATION_CODE,LOCATION_NAME,BEDS.NUMBER,schoolType,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,lat,lon,economicneedsIndex,povertyPercentage,percentFemale,# Male,percentMale,# Asian,percentAsian,# Black,percentBlack,# Hispanic,percentHispanic,# Multiple Race Categories Not Represented,percentMultiracial,# White,percentWhite,# Students with Disabilities,percentDisability,# English Language Learners,percentELL,# Poverty,totalEnrollment
677,2018,13K265,K265,Dr. Susan S. McKinney Secondary School of the Arts,3.31E+11,DOE,General Academic,Secondary School,7/1/1958 0:00,Open,K265,101 PARK AVENUE,990876,193278,302,35,21100,3020280001,BK68,Fort Greene                                                                ,Michael Walker,PRINCIPAL,718-834-6760,718-243-0815,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.697177,-73.976104,0.898,91.6,58.6,153,41.4,8,2.2,256,69.2,95,25.7,7,1.9,4,1.1,90,24.3,17,4.6,339,370
678,2018,13K266,K266,M.S. K266 - Park Place Community Middle School,3.31E+11,DOE,General Academic,Junior High-Intermediate-Middle,6/21/2000 0:00,Open,K902,62 PARK PLACE,990727,186586,306,39,12902,3009410050,BK37,Park Slope-Gowanus                                                         ,Glenda Esperance,PRINCIPAL,718-245-8766,718-245-8769,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.678809,-73.976648,0.756,84.4,44.4,89,55.6,4,2.5,122,76.2,25,15.6,2,1.3,7,4.4,60,37.5,9,5.6,135,160
679,2018,13K270,K270,P.S. 270 Johann DeKalb,3.31E+11,DOE,General Academic,Elementary,7/1/1959 0:00,Open,K270,241 EMERSON PLACE,995028,191129,302,35,19300,3019230001,BK69,Clinton Hill                                                               ,Alyssa Roye,I.A. PRINCIPAL,718-623-5280,718-622-3370,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.691275,-73.961134,0.899,88,45.4,59,54.6,5,4.6,74,68.5,27,25,1,0.9,1,0.9,28,25.9,6,5.6,95,108
680,2018,13K282,K282,P.S. 282 Park Slope,3.31E+11,DOE,General Academic,K-8,7/1/1962 0:00,Open,K282,180 6 AVENUE,990357,185799,306,39,13100,3009500024,BK37,Park Slope-Gowanus                                                         ,Rashan Hoke,PRINCIPAL,718-622-1626,718-622-3471,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.676649,-73.977983,0.582,54.2,47.4,390,52.6,27,3.6,391,52.7,192,25.9,14,1.9,118,15.9,133,17.9,25,3.4,402,742
681,2018,13K287,K287,P.S. 287 Bailey K. Ashford,3.31E+11,DOE,General Academic,Elementary,7/1/1953 0:00,Open,K287,50 NAVY STREET,989485,193525,302,35,2300,3001110001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,MICHELE RAWLINS,PRINCIPAL,718-834-4745,718-834-6766,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.697856,-73.98112,0.913,93.9,48,93,52,11,6.1,121,67.6,35,19.6,8,4.5,4,2.2,44,24.6,12,6.7,168,179
682,2018,13K301,K301,Satellite East Middle School,3.31E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/2002 0:00,Open,K305,344 MONROE STREET,999301,189083,303,36,26500,3018190014,BK75,Bedford                                                                    ,KIM MCPHERSON,PRINCIPAL,718-789-4251,718-789-4823,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.685653,-73.94573,0.88,94.9,48.5,51,51.5,7,7.1,69,69.7,16,16.2,2,2,5,5.1,33,33.3,10,10.1,94,99
683,2018,13K305,K305,P.S. 305 Dr. Peter Ray,3.31E+11,DOE,General Academic,Elementary,7/1/1962 0:00,Open,K305,344 MONROE STREET,999301,189083,303,36,26500,3018190014,BK75,Bedford                                                                    ,JULIA MORTLEY,PRINCIPAL,718-789-3962,718-622-3474,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.685653,-73.94573,0.904,96.4,53.2,65,46.8,12,8.6,97,69.8,15,10.8,4,2.9,11,7.9,33,23.7,24,17.3,134,139
684,2018,13K307,K307,P.S. 307 Daniel Hale Williams,3.31E+11,DOE,General Academic,Elementary,7/1/1965 0:00,Open,K307,209 YORK STREET,989352,194958,302,33,2100,3000560007,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Stephanie Carroll,PRINCIPAL,718-834-4748,718-855-4181,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.701789,-73.981599,0.82,79,42.1,212,57.9,11,3,205,56,101,27.6,11,3,38,10.4,131,35.8,9,2.5,289,366
685,2018,13K313,K313,Dock Street School for STEAM Studies,3.31E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/1999 0:00,Open,K611,19 DOCK STREET,986447,195381,302,33,2100,3000367504,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Melissa Vaughan,PRINCIPAL,718-780-7660,718-780-7675,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.702952,-73.992076,0.657,72.4,53.3,93,46.7,13,6.5,135,67.8,39,19.6,1,0.5,11,5.5,50,25.1,3,1.5,144,199
686,2018,13K350,K350,Urban Assembly School for Music and Art,3.31E+11,DOE,General Academic,High school,7/1/2005 0:00,Open,K805,49 FLATBUSH AVENUE EXTENSION,988540,193333,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,PAUL THOMPSON,PRINCIPAL,718-858-0249,718-858-0492,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.69733,-73.984528,0.789,85.5,65.6,76,34.4,1,0.5,171,77.4,41,18.6,3,1.4,5,2.3,50,22.6,7,3.2,189,221
687,2018,13K351,K351,The Urban Assembly Unison School,3.31E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/2012 0:00,Open,K056,170 GATES AVENUE,995195,188583,302,35,23100,3019830010,BK69,Clinton Hill                                                               ,Emily Jarrell,PRINCIPAL,718-399-1061,718-857-0548,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,NULL,NULL,NULL,40.684286,-73.960536,0.872,89.3,50.3,74,49.7,11,7.4,118,79.2,17,11.4,0,0,3,2,47,31.5,12,8.1,133,149
688,2018,13K412,K412,Brooklyn Community Arts & Media High School (BCAM),3.31E+11,DOE,General Academic,High school,7/1/2006 0:00,Open,K117,300 WILLOUGHBY AVENUE,995847,191399,303,33,23500,3019260010,BK69,Clinton Hill                                                               ,JAMES OBRIEN,PRINCIPAL,718-230-5748,718-230-3050,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.692015,-73.95818,0.82,87.8,56.2,186,43.8,4,0.9,307,72.2,105,24.7,7,1.6,2,0.5,106,24.9,14,3.3,373,425
689,2018,13K419,K419,"Science Skills Center High School for Science, Tec",3.31E+11,DOE,General Academic,High school,6/5/1996 0:00,Open,K805,49 FLATBUSH AVENUE EXTENSION,988540,193333,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Dahlia Mcgregor,PRINCIPAL,718-243-9413,718-243-1016,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.69733,-73.984528,0.744,81.3,40.2,336,59.8,40,7.1,389,69.2,97,17.3,16,2.8,20,3.6,81,14.4,17,3,457,562
690,2018,13K430,K430,Brooklyn Technical High School,3.31E+11,DOE,General Academic,High school,7/1/1933 0:00,Open,K430,29 FT GREENE PLACE,990785,190261,302,35,3300,3020980013,BK68,Fort Greene                                                                ,David Newman,I.A. PRINCIPAL,718-804-6400,718-260-9245,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.688896,-73.976435,0.52,60.8,40.4,3478,59.6,3576,61.3,375,6.4,416,7.1,110,1.9,1361,23.3,75,1.3,0,0,3548,5838
691,2018,13K439,K439,Brooklyn International High School,3.31E+11,DOE,General Academic,High school,7/1/1999 0:00,Open,K805,49 FLATBUSH AVENUE EXTENSION,988540,193333,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Kathleen Rucker,I.A. PRINCIPAL,718-643-9315,718-643-9516,13,HS12,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY",40.69733,-73.984528,0.972,77.1,46.9,188,53.1,97,27.4,74,20.9,139,39.3,1,0.3,43,12.1,12,3.4,267,75.4,273,354
692,2018,13K483,K483,The Urban Assembly School for Law and Justice,3.31E+11,DOE,General Academic,High school,9/8/2004 0:00,Open,K313,283 ADAMS STREET,987488,192349,302,33,1100,3001400010,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,MERILEE VALENTINO,I.A. PRINCIPAL,718-858-1160,718-858-4733,13,HS03,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED",40.694629,-73.988323,0.676,77.1,53,211,47,11,2.4,302,67.3,111,24.7,18,4,7,1.6,76,16.9,6,1.3,346,449
693,2018,13K492,K492,Academy of Arts and Letters,3.31E+11,DOE,General Academic,K-8,7/1/2006 0:00,Open,K020,225 ADELPHI STREET,992321,190934,302,35,18300,3020910003,BK68,Fort Greene                                                                ,John Oreilly,PRINCIPAL,718-222-1605,718-852-6020,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.690742,-73.970896,0.357,29.9,54.7,235,45.3,36,6.9,165,31.8,85,16.4,40,7.7,193,37.2,109,21,3,0.6,155,519
694,2018,13K499,K499,ACORN Community High School,3.31E+11,DOE,General Academic,High school,4/25/1996 0:00,Open,K909,561 GRAND AVENUE,994891,186508,308,35,30500,3011410005,BK61,Crown Heights North                                                        ,Andrea Piper,PRINCIPAL,718-789-2258,718-789-2260,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.678591,-73.961636,0.829,81.9,42.5,111,57.5,3,1.6,153,79.3,30,15.5,2,1,5,2.6,53,27.5,10,5.2,158,193
695,2018,13K527,K527,Urban Assembly Institute of Math and Science for Y,3.31E+11,DOE,General Academic,Secondary School,7/1/2006 0:00,Open,K313,283 ADAMS STREET,987488,192349,302,33,1100,3001400010,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Kiri Soares,PRINCIPAL,718-260-2300,718-260-2301,13,HS03,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 4- Affinity Group,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED",40.694629,-73.988323,0.779,84.8,100,0,0,43,9,308,64.2,67,14,7,1.5,55,11.5,80,16.7,39,8.1,407,480
696,2018,13K553,K553,Brooklyn Academy High School,3.31E+11,DOE,Transfer School,High school,7/1/2003 0:00,Open,K458,832 MARCY AVENUE,998707,188719,303,36,24900,3018230038,BK75,Bedford                                                                    ,Charon Hall,PRINCIPAL,718-857-4237,718-399-1909,13,HS10,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 2- Brooklyn North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",40.684654,-73.947873,0.865,84.1,54.1,72,45.9,1,0.6,112,71.3,39,24.8,5,3.2,0,0,44,28,0,0,132,157
697,2018,13K575,K575,Bedford Stuyvesant Preparatory High School,3.31E+11,DOE,Transfer School,High school,6/5/1996 0:00,Open,K458,832 MARCY AVENUE,998707,188719,303,36,24900,3018230038,BK75,Bedford                                                                    ,DARRYL RASCOE,PRINCIPAL,718-622-4310,718-398-4381,13,HS10,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 2- Brooklyn North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",40.684654,-73.947873,0.827,79,45.2,68,54.8,1,0.8,105,84.7,18,14.5,0,0,0,0,21,16.9,3,2.4,98,124
698,2018,13K595,K595,Bedford Academy High School,3.31E+11,DOE,General Academic,High school,7/1/2003 0:00,Open,K994,1119 BEDFORD AVENUE,997093,189021,303,36,24300,3018120001,BK75,Bedford                                                                    ,ADOFO MUHAMMAD,PRINCIPAL,718-398-3061,718-636-3819,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.685486,-73.953692,0.593,71.4,53,169,46.4,12,3.3,281,77.2,39,10.7,21,5.8,11,3,46,12.6,6,1.6,260,364
699,2018,13K605,K605,George Westinghouse Career and Technical Education,3.31E+11,DOE,Career Technical,High school,6/5/1996 0:00,Open,K580,105 TECH PLACE,988103,192646,302,33,1300,3001310001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,JOEY ARZUAGA,I.A. PRINCIPAL,718-625-6130,718-596-9434,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.695444,-73.986105,0.756,79.8,25.4,564,74.6,34,4.5,534,70.6,154,20.4,18,2.4,16,2.1,153,20.2,19,2.5,603,756
700,2018,13K616,K616,Brooklyn High School for Leadership and Community,3.31E+11,DOE,Transfer School,High school,7/1/2008 0:00,Open,K117,300 WILLOUGHBY AVENUE,995847,191399,303,33,23500,3019260010,BK69,Clinton Hill                                                               ,GEORGIA KOURIAMPALIS,PRINCIPAL,718-638-3062,718-638-3404,13,HS10,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 2- Brooklyn North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",40.692015,-73.95818,0.845,81.5,53.7,95,46.3,3,1.5,140,68.3,60,29.3,0,0,2,1,42,20.5,12,5.9,167,205
701,2018,13K670,K670,Benjamin Banneker Academy,3.31E+11,DOE,General Academic,High school,6/5/1996 0:00,Open,K914,71-77 CLINTON AVENUE,992913,192627,302,35,19100,3018880034,BK69,Clinton Hill                                                               ,KINSLEY KWATENG,PRINCIPAL,718-797-3702,718-797-3862,13,HS05,NULL,NULL,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,HS05,H.S. Network 05 Superintendent Office,"WATTS, KAREN",40.695389,-73.968759,0.664,67.9,53.9,389,46.1,36,4.3,686,81.3,93,11,18,2.1,11,1.3,125,14.8,8,0.9,573,844
702,2018,24Q744,Q744,VOYAGES Preparatory,3.42E+11,DOE,Transfer School,High school,7/1/2008 0:00,Open,Q744,45-10 94TH STREET,1019856,210081,404,25,46300,4016000061,QN29,Elmhurst                                                                   ,Nicholas Bleiberg,I.A. PRINCIPAL,718-271-7851,718-271-8549,24,HS08,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 2- Affinity Group,HS08,H.S. Network 08 Superintendent Office,"MENDEZ, JUAN",40.743228,-73.871505,0.685,73.8,37.6,169,62.4,23,8.5,42,15.5,188,69.4,2,0.7,16,5.9,25,9.2,9,3.3,200,271
703,2018,13K674,K674,"City Polytechnic High School of Engineering, Archi",3.31E+11,DOE,Career Technical,High school,7/1/2009 0:00,Open,K580,105 TECH PLACE,988103,192646,302,33,1300,3001310001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Judie Hartmann,PRINCIPAL,718-875-1473,718-875-1947,13,HS03,NULL,NULL,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 1- Affinity Group,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED",40.695444,-73.986105,0.638,77,19.1,355,80.9,30,6.8,308,70.2,80,18.2,8,1.8,13,3,88,20,5,1.1,338,439
704,2018,13K691,K691,Fort Greene Preparatory Academy,3.31E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/2010 0:00,Open,K046,100 CLERMONT AVENUE,992113,192314,302,35,18700,3020450011,BK68,Fort Greene                                                                ,Paula Lettiere,PRINCIPAL,718-254-9401,718-254-9407,13,K813,COMMUNITY SCHOOL DISTRICT 13,"FREEMAN, BARBARA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 3- Brooklyn North,NULL,NULL,NULL,40.69453,-73.971644,0.859,90.5,44.3,112,55.7,11,5.5,125,62.2,58,28.9,3,1.5,4,2,66,32.8,15,7.5,182,201
705,2018,14K016,K016,P.S. 016 Leonard Dunkly,3.31E+11,DOE,General Academic,Elementary,7/1/1918 0:00,Open,K016,157 WILSON STREET,994772,196519,301,33,53500,3021770001,BK72,Williamsburg                                                               ,MARY RENNY,PRINCIPAL,718-782-5352,718-486-8447,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.706069,-73.962049,0.955,91,55.2,100,44.8,0,0,76,34.1,141,63.2,3,1.3,3,1.3,67,30,11,4.9,203,223
706,2018,14K017,K017,P.S. 017 Henry D. Woodworth,3.31E+11,DOE,General Academic,Elementary,7/1/1921 0:00,Open,K017,208 NORTH  5 STREET,996087,199871,301,34,51900,3023450001,BK73,North Side-South Side                                                      ,ROBERT MARCHI,PRINCIPAL,718-387-2929,718-302-2311,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.715268,-73.9573,0.716,68.4,49.5,139,50.5,4,1.5,12,4.4,223,81.1,5,1.8,31,11.3,93,33.8,57,20.7,188,275
707,2018,14K018,K018,P.S. 018 Edward Bush,3.31E+11,DOE,General Academic,Elementary,7/1/1916 0:00,Open,K018,101 MAUJER STREET,999028,198274,301,34,50300,3027870001,BK90,East Williamsburg                                                          ,Alison Alexander,PRINCIPAL,718-387-3241,718-599-7744,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.71088,-73.946695,0.847,87.6,44.9,98,55.1,2,1.1,36,20.2,127,71.3,1,0.6,12,6.7,55,30.9,32,18,156,178
708,2018,14K023,K023,P.S. 023 Carter G. Woodson,3.31E+11,DOE,General Academic,Elementary,7/1/1966 0:00,Open,K023,545 WILLOUGHBY AVENUE,998876,192295,303,36,25901,3017590013,BK75,Bedford                                                                    ,Joseph Mattina,I.A. PRINCIPAL,718-387-0375,718-302-2312,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.69447,-73.947256,0.946,89.9,47.6,150,52.4,2,0.7,145,50.7,130,45.5,5,1.7,4,1.4,86,30.1,22,7.7,257,286
709,2018,14K031,K031,P.S. 031 Samuel F. Dupont,3.31E+11,DOE,General Academic,Elementary,7/1/1900 0:00,Open,K031,75 MESEROLE AVENUE,996961,204135,301,33,56100,3025950001,BK76,Greenpoint                                                                 ,MARY SCARLATO,PRINCIPAL,718-383-8998,718-383-5652,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.72697,-73.954139,0.587,72,47,314,53,55,9.3,27,4.6,247,41.7,9,1.5,254,42.9,82,13.9,42,7.1,426,592
710,2018,14K034,K034,P.S. 034 Oliver H. Perry,3.31E+11,DOE,General Academic,Elementary,07/01/1867 12:00:00 AM,Open,K034,131 NORMAN AVENUE,998176,203920,301,33,57300,3026220028,BK76,Greenpoint                                                                 ,Carmen Asselta,PRINCIPAL,718-389-5842,718-389-0356,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.726378,-73.949756,0.385,28.6,47.5,253,52.5,12,2.5,22,4.6,80,16.6,6,1.2,362,75.1,62,12.9,73,15.1,138,482
711,2018,14K050,K050,J.H.S. 050 John D. Wells,3.31E+11,DOE,General Academic,Junior High-Intermediate-Middle,7/1/1915 0:00,Open,K050,183 SOUTH  3 STREET,995301,198649,301,34,52300,3024190001,BK73,North Side-South Side                                                      ,Benjamin Honoroff,PRINCIPAL,718-387-4184,718-302-2320,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.711915,-73.960137,0.86,88.9,41.2,170,58.8,1,0.3,61,21.1,217,75.1,2,0.7,8,2.8,102,35.3,51,17.6,257,289
712,2018,14K059,K059,P.S. 059 William Floyd,3.31E+11,DOE,General Academic,Elementary,7/1/1956 0:00,Open,K059,211 THROOP AVENUE,999978,193443,303,36,28502,3017490001,BK35,Stuyvesant Heights                                                         ,Cherry ann Joseph Hislop,I.A. PRINCIPAL,718-443-3600,718-574-6634,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.697619,-73.943279,0.953,93.9,47.8,163,52.2,4,1.3,159,51,139,44.6,6,1.9,4,1.3,77,24.7,29,9.3,293,312
713,2018,84K740,K740,Brooklyn Scholars Charter School,3.32E+11,Charter,General Academic,K-8,7/1/2009 0:00,Open,KAJS,2635 LINDEN BOULEVARD,1021107,183169,305,42,120800,3044640025,BK82,East New York                                                              ,Desiree Kirton,PRINCIPAL,718-348-9360,718-348-9362,19,NULL,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.669356,-73.867138,0.776,69.5,51.1,345,48.9,50,7.1,479,67.8,164,23.2,12,1.7,1,0.1,76,10.8,11,1.6,491,706
714,2018,14K071,K071,Juan Morel Campos Secondary School,3.31E+11,DOE,General Academic,Secondary School,7/1/1970 0:00,Open,K071,215 HEYWARD STREET,997197,195765,301,33,52900,3022270001,BK72,Williamsburg                                                               ,ESTHER SHALI OGLI,I.A. PRINCIPAL,718-302-7900,718-302-7979,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.703996,-73.953304,0.925,87.1,46.6,285,53.4,4,0.7,95,17.8,404,75.7,3,0.6,28,5.2,175,32.8,144,27,465,534
715,2018,14K084,K084,P.S. 084 Jose De Diego,3.31E+11,DOE,General Academic,K-8,7/1/1969 0:00,Open,K084,250 BERRY STREET,994283,199805,301,34,55100,3023910001,BK73,North Side-South Side                                                      ,Sereida Rodriguez,PRINCIPAL,718-384-8063,718-302-2313,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.715089,-73.963808,0.567,47,48.4,409,51.6,29,3.7,30,3.8,492,62,40,5,202,25.5,132,16.6,126,15.9,373,793
716,2018,14K110,K110,P.S. 110 The Monitor,3.31E+11,DOE,General Academic,Elementary,07/01/1895 12:00:00 AM,Open,K110,124 MONITOR STREET,1000347,202961,301,33,59100,3026880042,BK76,Greenpoint                                                                 ,ANNA CANO AMATO,PRINCIPAL,718-383-7600,718-383-5053,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.723743,-73.941926,0.332,26,47.8,273,52.2,31,5.9,18,3.4,100,19.1,7,1.3,367,70.2,44,8.4,47,9,136,523
717,2018,14K120,K120,P.S. 120 Carlos Tapia,3.31E+11,DOE,General Academic,Elementary,7/1/1965 0:00,Open,K120,18 BEAVER STREET,1001472,194610,304,34,38900,3031370026,BK78,Bushwick South                                                             ,LIZABETH CARABALLO,PRINCIPAL,718-455-1000,718-574-6637,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,NULL,NULL,NULL,40.700819,-73.937888,0.914,87,48.9,212,51.1,8,1.9,79,19,311,74.9,5,1.2,12,2.9,90,21.7,63,15.2,361,415
